,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,Kudahuvadhoo,2.67,72.89,82.33,70,72,5.19,MV,1595809449
290,Dzilam González,21.28,-88.93,85.96,68,100,7.58,MX,1595809449
291,Diffa,13.32,12.61,78.26,68,97,14.12,NE,1595809449
292,Haisyn,48.81,29.39,63.77,92,99,10.09,UA,1595809449
293,Peterhead,57.51,-1.8,50.0,76,18,8.05,GB,1595809449
294,Tongzi,28.78,105.09,75.69,90,0,0.69,CN,1595809449
295,Skjervøy,70.03,20.97,55.65,80,12,14.58,NO,1595809450
296,Pestovo,58.59,35.8,55.35,96,11,2.01,RU,1595809450
297,Meulaboh,4.14,96.13,75.61,87,100,5.73,ID,1595809450
298,Zhangjiakou,40.81,114.88,66.27,79,85,7.36,CN,1595809450
299,Pocatello,42.87,-112.45,91.4,14,20,4.7,US,1595809450
300,Vostok,46.49,135.88,75.69,59,0,1.68,RU,1595809451
301,Río Gallegos,-51.62,-69.22,30.2,86,31,18.34,AR,1595809451
302,Balkanabat,39.51,54.37,90.37,32,0,2.59,TM,1595809451
303,Clarence Town,-32.58,151.78,60.8,82,90,23.04,AU,1595809451
304,Northam,51.03,-4.22,60.01,96,100,5.99,GB,1595809451
305,Panacan,9.25,118.41,83.66,66,98,2.28,PH,1595809451
306,Gaozhou,21.94,110.85,84.38,79,96,7.72,CN,1595809452
307,Bone,51.97,12.14,61.0,96,70,4.03,DE,1595809452
308,Bonthe,7.53,-12.51,76.01,79,100,11.41,SL,1595809452
309,Laguna,38.42,-121.42,97.0,20,1,9.17,US,1595809452
310,Arvika,59.66,12.59,60.01,100,100,5.82,SE,1595809452
311,Kununurra,-15.77,128.73,71.6,24,19,8.05,AU,1595809452
312,Tishchenskoye,45.46,41.67,69.8,56,11,11.18,RU,1595809452
313,General Pico,-35.66,-63.76,51.08,49,85,4.74,AR,1595809452
314,Zapolyarnyy,69.42,30.81,59.0,77,2,12.75,RU,1595809452
315,Vagay,57.94,69.02,52.23,89,20,3.83,RU,1595809453
316,Leh,34.17,77.58,60.48,46,7,5.08,IN,1595809453
317,Kampot,10.62,104.18,80.6,88,20,2.24,KH,1595809453
318,Blagoyevo,63.37,47.92,57.45,82,27,1.23,RU,1595809265
319,Alugan,12.22,125.48,82.87,77,26,1.97,PH,1595809453
320,Saint-François,46.42,3.91,60.01,87,13,3.36,FR,1595809454
321,Hong Kong,22.29,114.16,84.0,83,34,11.99,HK,1595809300
322,Coahuayana Viejo,18.73,-103.68,75.2,88,75,3.29,MX,1595809454
323,Bria,6.54,21.99,66.47,96,91,1.79,CF,1595809454
324,Salalah,17.02,54.09,78.8,94,75,2.24,OM,1595809454
325,Hirara,24.8,125.28,86.0,74,75,13.87,JP,1595809454
326,Shevchenko,48.5,35.0,71.6,53,87,8.95,UA,1595809454
327,Flinders,-34.58,150.86,61.0,87,100,10.0,AU,1595809454
328,Gejiu,23.31,103.16,57.69,97,99,5.55,CN,1595809454
329,Santo Tomas,14.11,121.14,87.01,83,10,3.36,PH,1595809455
330,Pangkalanbuun,-2.68,111.62,75.7,86,50,3.38,ID,1595809455
331,Nsanje,-16.92,35.26,59.02,89,8,1.41,MW,1595809455
332,Novy Urengoy,66.08,76.63,50.38,67,49,12.3,RU,1595809445
333,Khanpur,28.65,70.66,94.26,44,13,11.21,PK,1595809455
334,Acaraú,-2.89,-40.12,77.0,78,34,13.94,BR,1595809455
335,Nísia Floresta,-6.09,-35.21,73.4,88,40,8.05,BR,1595809456
336,Mehamn,71.04,27.85,59.23,69,3,8.48,NO,1595809019
337,Nhulunbuy,-12.23,136.77,80.6,47,99,20.8,AU,1595809456
338,Vavatenina,-17.47,49.2,61.79,92,84,3.47,MG,1595809456
339,Nuevo Progreso,23.17,-97.95,86.0,64,100,10.0,MX,1595809456
340,Tabou,4.42,-7.35,75.52,80,84,9.78,CI,1595809456
341,Lucea,18.45,-78.17,86.0,74,20,6.93,JM,1595809457
342,Paramonga,-10.67,-77.83,60.04,85,7,5.86,PE,1595809457
343,Bintulu,3.17,113.03,77.0,100,40,4.7,MY,1595809457
344,Taku,39.02,117.65,75.2,83,80,4.47,CN,1595809457
345,Tasiilaq,65.61,-37.64,42.8,87,77,5.82,GL,1595809457
346,Tual,-5.67,132.75,79.18,83,81,25.5,ID,1595809457
347,Denizli Province,37.84,29.07,71.6,53,0,5.82,TR,1595809457
348,Buchanan,5.88,-10.05,77.0,94,75,4.7,LR,1595809457
349,Erzin,36.96,36.2,79.0,88,0,1.1,TR,1595809458
350,Hoa Binh,20.81,105.34,82.4,74,40,3.36,VN,1595809458
351,Rocha,-34.48,-54.33,45.18,90,69,6.71,UY,1595809458
352,Agüimes,27.91,-15.45,72.0,73,75,28.86,ES,1595809458
353,Najrān,17.49,44.13,73.4,83,40,14.99,SA,1595809458
354,Peniche,39.36,-9.38,64.0,91,0,13.0,PT,1595809458
355,Nizwá,22.93,57.53,83.82,57,90,1.03,OM,1595809459
356,Soyo,-6.13,12.37,71.78,86,1,7.72,AO,1595809459
357,Osmanabad,18.17,76.05,72.36,89,21,8.23,IN,1595809459
358,Kasempa,-13.46,25.83,49.42,74,0,6.58,ZM,1595809459
359,Palmer,42.16,-72.33,87.8,43,75,8.05,US,1595809459
360,Xinzhou,38.41,112.73,68.32,78,57,0.74,CN,1595809459
361,São João da Barra,-21.64,-41.05,72.54,87,32,12.28,BR,1595809459
362,Buluang,13.31,123.34,84.92,72,9,1.43,PH,1595809460
363,Anadyr,64.75,177.48,71.6,68,37,11.18,RU,1595809460
364,Coyhaique,-45.58,-72.07,33.8,64,40,3.36,CL,1595809460
365,Kalispell,48.2,-114.31,84.2,20,1,3.36,US,1595809460
366,Marsaxlokk,35.84,14.54,78.01,88,0,3.36,MT,1595809460
367,Bambanglipuro,-7.95,110.28,74.53,82,28,7.23,ID,1595809460
368,Skovorodino,53.98,123.92,68.47,88,100,8.48,RU,1595809460
369,Ancud,-41.87,-73.82,41.0,93,20,2.24,CL,1595809461
370,Bethel,41.37,-73.41,82.0,57,1,5.82,US,1595809461
371,Florida,28.75,-82.5,82.4,65,1,7.81,US,1595809461
372,Wanlaweyn,2.62,44.89,74.77,83,15,14.36,SO,1595809461
373,Shelburne,44.08,-80.2,84.2,62,1,6.93,CA,1595809461
374,Charter Township of Clinton,42.59,-82.92,91.4,49,75,9.17,US,1595809189
375,Talisay City,10.24,123.85,80.6,88,75,1.92,PH,1595809462
376,Omboué,-1.57,9.26,73.6,84,58,7.99,GA,1595809462
377,Uyuni,-20.46,-66.83,39.16,42,0,8.41,BO,1595809462
378,Banyuwangi,-8.23,114.36,75.52,81,75,4.52,ID,1595809462
379,Linxi,39.7,118.43,72.28,74,83,5.03,CN,1595809462
380,Maku,39.29,44.45,73.51,25,0,4.56,IR,1595809462
381,Holme,56.11,10.17,57.2,93,3,3.36,DK,1595809462
382,Kahului,20.89,-156.47,80.6,78,90,9.17,US,1595809463
383,Kibara,-2.15,33.45,70.0,52,0,3.83,TZ,1595809463
384,Beringovskiy,63.05,179.32,68.47,61,63,5.53,RU,1595809463
385,Katobu,-4.94,122.53,78.64,77,78,5.77,ID,1595809463
386,Verkhnyaya Inta,65.98,60.31,50.22,80,3,5.86,RU,1595809463
387,Illapel,-31.63,-71.17,56.05,54,100,1.61,CL,1595809463
388,Chernigovka,44.34,132.57,73.4,75,4,3.13,RU,1595809464
389,Pimenta Bueno,-11.67,-61.19,77.41,43,1,3.27,BR,1595809464
390,Mount Isa,-20.73,139.5,66.2,29,0,16.11,AU,1595809464
391,Tandaltī,13.02,31.87,80.22,71,74,12.17,SD,1595809464
392,Kalmunai,7.42,81.82,79.32,80,100,4.83,LK,1595809465
393,Olafsvik,64.89,-23.71,47.77,72,72,11.18,IS,1595809465
394,Hirado,33.36,129.55,78.01,94,75,9.17,JP,1595809409
395,Brae,60.4,-1.35,53.6,87,36,9.17,GB,1595809465
396,Konëvo,62.12,39.32,53.37,90,11,1.72,RU,1595809465
397,The Valley,18.22,-63.06,84.2,70,40,9.17,AI,1595809194
398,Abu Samrah,35.3,37.18,73.49,43,0,1.83,SY,1595809465
399,Mana,5.66,-53.78,78.91,85,6,9.13,GF,1595809466
400,Schwerin,53.63,11.41,55.99,95,49,3.96,DE,1595809466
401,Comodoro Rivadavia,-45.87,-67.5,33.8,74,40,8.05,AR,1595809466
402,Ranst,51.19,4.57,64.0,63,99,4.7,BE,1595809466
403,La Ronge,55.1,-105.28,73.4,53,40,13.87,CA,1595809466
404,Broken Hill,-31.95,141.43,51.8,81,90,19.46,AU,1595809466
405,Bandar-e Lengeh,26.56,54.88,93.2,79,58,8.14,IR,1595809466
406,Tommot,58.96,126.29,73.45,61,82,3.09,RU,1595809467
407,Władysławowo,54.79,18.4,64.0,93,99,5.82,PL,1595809467
408,Itarema,-2.92,-39.92,76.98,80,63,13.18,BR,1595809467
409,Dolinsk,47.35,142.8,64.4,72,40,4.47,RU,1595809467
410,Portel,-1.94,-50.82,79.05,70,41,1.81,BR,1595809467
411,Bonoua,5.27,-3.6,75.2,94,20,3.36,CI,1595809468
412,Noumea,-22.28,166.46,80.6,54,1,9.17,NC,1595809438
413,Hithadhoo,-0.6,73.08,82.4,67,97,5.57,MV,1595809468
414,Mardin,37.31,40.74,82.4,21,0,9.17,TR,1595809468
415,Makakilo City,21.35,-158.09,87.8,55,75,12.75,US,1595809254
416,Davila,18.47,120.58,78.8,88,20,3.36,PH,1595809468
417,Xi'an,34.26,108.93,79.0,94,90,6.71,CN,1595809468
418,Nuuk,64.18,-51.72,51.8,76,67,5.82,GL,1595809468
419,Ishigaki,24.34,124.16,87.8,79,75,13.87,JP,1595809469
420,Atbasar,51.8,68.33,56.43,91,56,7.56,KZ,1595809469
421,Yaan,7.38,8.57,72.7,94,90,7.87,NG,1595809469
422,Mbuji-Mayi,-6.15,23.6,68.83,32,0,3.76,CD,1595809469
423,Lakes Entrance,-37.88,147.98,53.01,98,100,6.55,AU,1595809469
424,Fort Saint James,54.43,-124.25,82.0,30,0,6.31,CA,1595809469
425,Tautira,-17.73,-149.15,84.2,70,75,12.75,PF,1595809470
426,Avera,33.19,-82.53,86.0,70,1,4.7,US,1595809470
427,Columbus,39.96,-83.0,89.01,45,20,9.17,US,1595809201
428,Conde,-7.26,-34.91,73.4,94,90,6.93,BR,1595809470
429,Bemidji,47.47,-94.88,75.2,47,1,17.22,US,1595809470
430,Mugur-Aksy,50.35,90.5,52.83,57,5,3.06,RU,1595809471
431,Kawalu,-7.38,108.21,70.86,89,88,1.57,ID,1595809471
432,Hudson Bay,52.85,-102.38,70.12,66,50,7.49,CA,1595809472
433,São Filipe,14.9,-24.5,76.44,83,86,7.99,CV,1595809472
434,Yanam,16.73,82.22,80.24,84,44,4.41,IN,1595809473
435,Caravelas,-17.71,-39.25,70.61,85,14,5.19,BR,1595809474
436,Yatou,37.15,122.38,72.7,74,96,2.89,CN,1595809475
437,Morón,-34.65,-58.62,55.99,59,7,6.58,AR,1595809476
438,Dingle,11.0,122.67,81.75,78,32,2.73,PH,1595809476
439,Mahon,39.89,4.27,75.2,78,0,3.36,ES,1595809477
440,Chamrajnagar,11.92,76.95,68.36,93,91,3.94,IN,1595809477
441,Palu,-0.89,119.87,79.65,72,48,2.51,ID,1595809220
442,Svitavy,49.76,16.47,57.99,38,67,3.71,CZ,1595809479
443,Broome,42.25,-75.83,82.0,57,1,4.7,US,1595809480
444,Keffi,8.85,7.87,72.66,93,83,8.34,NG,1595809481
445,Mossamedes,-15.2,12.15,66.99,74,3,4.23,AO,1595809482
446,Yangi Marg`ilon,40.43,71.72,73.4,56,75,6.93,UZ,1595809483
447,Santa Luzia,-19.77,-43.85,69.8,68,2,5.82,BR,1595809483
448,Mayo,38.89,-76.51,87.01,58,1,3.38,US,1595809483
449,Darhan,49.49,105.92,64.83,79,33,3.33,MN,1595809483
450,Nieuw Nickerie,5.95,-56.98,80.64,81,13,10.87,SR,1595809483
451,Kavieng,-2.57,150.8,83.57,74,100,8.14,PG,1595809483
452,Baghdad,33.34,44.4,95.0,28,0,2.24,IQ,1595809483
453,Progreso,21.28,-89.67,100.4,45,75,6.93,MX,1595809484
454,Vao,-22.67,167.48,71.44,82,13,20.04,NC,1595809484
455,Tezu,27.92,96.17,78.33,74,51,1.83,IN,1595809484
456,Rāwah,34.48,41.91,88.88,17,8,4.94,IQ,1595809484
457,Kathu,7.92,98.33,82.99,100,20,2.24,TH,1595809484
458,Petlāwad,23.0,74.8,76.91,88,2,7.99,IN,1595809484
459,Moussoro,13.64,16.49,83.26,65,17,17.18,TD,1595809484
460,Constantine,36.37,6.61,78.8,36,0,4.7,DZ,1595809321
461,Lucapa,-8.42,20.74,64.0,34,0,5.01,AO,1595809485
462,Bodaybo,57.85,114.19,61.75,86,100,2.37,RU,1595809485
463,Rongcheng,30.63,117.85,81.0,99,100,2.28,CN,1595809485
464,Bilma,18.69,12.92,92.88,17,15,12.3,NE,1595809485
465,Kropotkin,45.44,40.58,69.37,62,1,11.86,RU,1595809485
466,Vestmanna,62.16,-7.17,48.2,93,100,13.87,FO,1595809485
467,Beausejour,50.06,-96.52,77.0,53,40,12.75,CA,1595809485
468,Denpasar,-8.65,115.22,78.8,100,40,13.87,ID,1595809304
469,Kjøllefjord,70.95,27.35,59.04,70,3,9.48,NO,1595809486
470,Port Hardy,50.7,-127.42,68.0,68,20,9.17,CA,1595809486
471,Micheweni,-4.97,39.83,75.76,81,28,15.12,TZ,1595809486
472,Barnāla,30.38,75.55,86.54,58,4,1.9,IN,1595809487
473,Nemuro,43.32,145.57,57.2,93,75,1.12,JP,1595809487
474,Maridi,4.92,29.47,65.86,97,77,3.58,SS,1595809488
475,Ileza,61.05,43.9,54.5,94,43,1.28,RU,1595809488
476,Haines Junction,60.75,-137.51,58.44,48,18,15.66,CA,1595809488
477,Sisimiut,66.94,-53.67,46.18,88,100,7.25,GL,1595809488
478,Arrondissement de Millau,44.08,2.92,64.99,82,0,2.24,FR,1595809488
479,Husainābād,24.53,84.02,83.19,70,93,5.84,IN,1595809488
480,Verkhoyansk,67.54,133.38,70.16,37,52,15.01,RU,1595809489
481,Guarapari,-20.67,-40.5,69.8,94,75,1.12,BR,1595809490
482,Ust-Maya,60.42,134.53,70.68,75,55,1.45,RU,1595809490
483,Ha Tinh,18.33,105.9,84.2,68,100,2.89,VN,1595809431
484,Wau,7.7,28.0,68.74,97,57,4.32,SS,1595809491
485,Chibombo,-14.66,28.07,47.35,79,0,3.31,ZM,1595809492
486,Tafresh,34.69,50.01,70.57,29,68,0.13,IR,1595809492
487,Feldkirchen an der Donau,48.35,14.05,63.0,100,40,5.82,AT,1595809493
488,Ballarat,-37.57,143.85,46.99,90,69,5.99,AU,1595809344
489,Waingapu,-9.66,120.26,77.5,70,85,15.86,ID,1595809254
490,Gigmoto,13.78,124.39,84.34,73,71,1.61,PH,1595809495
491,Montefiascone,42.54,12.04,71.01,60,9,1.99,IT,1595809496
492,Abhar,36.15,49.22,75.56,20,9,7.47,IR,1595809496
493,Portland,45.52,-122.68,100.4,13,1,12.75,US,1595809379
494,Balikpapan,-1.27,116.83,76.46,88,80,6.89,ID,1595809496
495,Nicoya,10.15,-85.45,82.4,83,60,8.05,CR,1595809497
496,General Roca,-39.03,-67.58,46.4,61,0,9.17,AR,1595809498
497,Konosha,60.97,40.26,51.73,90,7,1.01,RU,1595809498
498,Araouane,18.9,-3.53,98.33,29,64,8.88,ML,1595809499
499,Batagay-Alyta,67.8,130.41,63.05,38,97,11.83,RU,1595809499
500,San Blas,21.52,-105.27,71.6,94,90,5.82,MX,1595809499
501,Wuzhou,23.48,111.32,83.28,76,100,2.19,CN,1595809500
502,Talara,-4.58,-81.27,63.21,87,6,15.3,PE,1595809500
503,Bubaque,11.28,-15.83,78.24,85,100,8.59,GW,1595809500
504,Sibolga,1.74,98.78,77.2,75,99,3.4,ID,1595809501
505,Belaya Gora,68.53,146.42,68.31,53,69,10.07,RU,1595809501
506,Akdepe,42.06,59.38,73.4,64,1,9.86,TM,1595809501
507,Kamenka,51.32,42.77,57.99,64,5,4.0,RU,1595809502
508,Aloleng,16.13,119.78,83.73,76,60,4.14,PH,1595809502
509,Fareydūnshahr,32.94,50.12,61.03,40,38,3.47,IR,1595809502
510,Gunjur,13.2,-16.73,80.6,94,40,7.02,GM,1595809503
511,Sohag,26.56,31.69,86.0,33,0,11.41,EG,1595809503
512,Sangar,63.92,127.47,65.64,64,82,1.9,RU,1595809503
513,Cabanbanan,14.24,121.43,87.01,83,17,3.36,PH,1595809503
514,Zavoronezhskoye,52.88,40.55,58.62,73,10,5.59,RU,1595809503
515,Raton,36.9,-104.44,73.99,46,75,9.17,US,1595809376
516,Beberibe,-4.18,-38.13,78.8,74,75,19.46,BR,1595809418
517,Alofi,-19.06,-169.92,71.6,100,47,9.17,NU,1595809426
518,Pangai,-19.8,-174.35,77.0,73,40,13.87,TO,1595809504
519,Tuatapere,-46.13,167.68,39.0,83,0,3.0,NZ,1595809504
520,Guadalupe Victoria,32.29,-115.11,105.8,12,5,2.24,MX,1595809504
521,Egvekinot,66.32,-179.17,63.36,71,58,7.58,RU,1595809504
522,Lady Frere,-31.7,27.23,47.71,75,65,2.89,ZA,1595809504
523,Aripuanã,-9.17,-60.63,78.42,47,18,2.21,BR,1595809504
524,Tandil,-37.32,-59.13,50.0,62,95,1.01,AR,1595809232
525,Ürümqi,43.8,87.6,78.8,34,37,8.95,CN,1595809505
526,Alice Springs,-23.7,133.88,55.4,54,0,5.82,AU,1595809505
527,Faanui,-16.48,-151.75,79.2,80,54,18.19,PF,1595809505
528,Port Shepstone,-30.74,30.45,60.82,84,84,16.35,ZA,1595809505
529,Altamira,-3.2,-52.21,77.56,55,0,1.79,BR,1595809505
530,Talisayan,6.99,121.93,77.0,100,90,1.12,PH,1595809505
531,Mirny,62.54,113.96,59.0,67,1,6.71,RU,1595809506
532,Maïné Soroa,13.21,12.02,77.94,66,100,21.3,NE,1595809506
533,Eureka,40.8,-124.16,63.0,77,90,6.93,US,1595809506
534,Adrar,20.5,-10.07,93.92,28,6,9.1,MR,1595809507
535,Revelstoke,50.98,-118.2,71.6,60,1,4.7,CA,1595809507
536,Udachny,66.42,112.4,37.4,86,90,8.95,RU,1595809507
537,Tres Arroyos,-38.37,-60.28,49.73,61,97,11.39,AR,1595809508
538,Los Alamos,35.89,-106.31,64.4,82,90,6.93,US,1595809508
539,Saint Anthony,45.02,-93.22,84.2,58,20,12.75,US,1595809508
540,Thaba-Tseka,-29.52,28.61,31.51,84,0,2.8,LS,1595809508
541,Kerema,-7.96,145.78,81.25,81,61,1.86,PG,1595809508
542,Birin,26.89,88.07,78.8,94,93,3.36,NP,1595809508
543,Yeppoon,-23.13,150.73,66.2,45,0,6.93,AU,1595809508
544,Lompoc,34.64,-120.46,70.0,64,8,13.87,US,1595809440
545,Misratah,32.38,15.09,77.85,78,0,5.44,LY,1595809510
546,Aykhal,66.0,111.5,37.4,86,90,8.95,RU,1595809510
547,Uusikaupunki,60.8,21.41,57.2,76,76,5.82,FI,1595809510
548,Vila Franca do Campo,37.72,-25.43,69.8,88,75,5.82,PT,1595809511
549,Daru,-9.08,143.21,78.84,86,91,15.23,PG,1595809511
550,Sambava,-14.27,50.17,68.43,88,100,15.05,MG,1595809511
551,Salinópolis,-0.61,-47.36,79.23,81,17,8.75,BR,1595809511
552,Baturaja,-4.13,104.17,71.44,92,28,2.68,ID,1595809511
553,Ferme-Neuve,46.7,-75.45,74.14,93,54,5.37,CA,1595809512
554,Anito,12.45,125.29,84.6,72,29,1.23,PH,1595809512
555,Lamu,-2.27,40.9,76.08,80,19,17.45,KE,1595809512
556,Arrifes,37.77,-25.7,69.8,88,75,5.82,PT,1595809512
557,Tigil',57.8,158.67,65.73,51,0,7.56,RU,1595809512
558,Panama City,8.99,-79.52,78.8,94,40,3.36,PA,1595809365
559,Cayenne,4.93,-52.33,77.0,100,20,2.24,GF,1595809397
560,Trélazé,47.45,-0.47,60.01,82,1,2.24,FR,1595809513
561,Saiha,22.48,92.97,74.53,94,100,0.87,IN,1595809513
562,Cassilândia,-19.11,-51.73,70.48,47,0,2.71,BR,1595809513
563,Suvorovo,43.33,27.6,71.6,73,16,12.75,BG,1595809513
564,Lake Cowichan,48.83,-124.05,86.0,33,5,9.17,CA,1595809513
565,Xai-Xai,-25.05,33.64,61.27,76,0,4.88,MZ,1595809513
566,Hofn,64.25,-15.21,48.36,68,100,9.01,IS,1595809020
567,Owerri,5.48,7.03,75.2,100,75,3.69,NG,1595809513
568,Foki,56.69,54.35,51.91,94,56,5.28,RU,1595809514
569,Bud,39.45,-86.18,86.0,62,1,6.93,US,1595809514
570,Tashtyp,52.79,89.9,57.6,84,88,8.66,RU,1595809514
571,Karla,59.37,24.93,59.0,82,55,6.93,EE,1595809514
572,Amapá,1.0,-52.0,72.64,93,52,0.83,BR,1595809514
573,Kenai,60.55,-151.26,63.0,59,1,11.41,US,1595809317
574,Turan,16.07,108.22,82.4,74,20,2.24,VN,1595809241
575,Strai,58.2,7.9,57.99,87,41,5.82,NO,1595809514
576,Kendari,-3.94,122.5,76.24,87,64,3.24,ID,1595809334
577,Minna,9.61,6.56,73.92,92,83,5.3,NG,1595809515
578,Grand Gaube,-20.01,57.66,70.0,70,99,8.99,MU,1595809515
579,Akureyri,65.68,-18.09,44.6,81,90,9.17,IS,1595809515
580,Xining,36.62,101.77,60.96,49,52,3.38,CN,1595809515
581,Nangomba,-10.9,38.5,66.87,76,85,4.5,TZ,1595809515
582,Boa Vista,2.82,-60.67,80.6,78,40,3.36,BR,1595809414
